permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,target,primary_category,funding_total_usd_clean,market_share,industry_hhi,clustering_coefficient,degree_centrality,weak_tie_ratio,num_investors,working_capital,breakout_velocity
/organization/aquavit-pharmaceuticals,Aquavit Pharmaceuticals,http://www.aquavitpharma.com,Biotechnology,329982,operating,USA,NY,New York City,New York,1,,2012-12-30,2012-12-30,1,Unknown,329982.0,1.5467519378117201e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,12.706796416964197,0.0
/organization/aqueduct-critical-care,Aqueduct Critical Care,,Biotechnology,3712304,operating,USA,WA,Seattle,Bothell,1,,2015-08-27,2015-08-27,1,Unknown,3712304.0,1.7400989768369792e-05,0.0014423226788110742,0.10592039246292786,76.0,0.026246719160104987,1.0,15.127163535461067,34.69910997523819
/organization/aqueous-biomedical,Aqueous Biomedical,http://aqueousbio.com,Biotechnology,200000,operating,USA,CO,Colorado Springs,Colorado Springs,1,2005-01-01,2009-08-25,2009-08-25,1,Unknown,200000.0,9.374765519402393e-07,0.0014423226788110742,0.0,0.0,0.0,0.0,12.206077645517674,0.0
/organization/aquicore,Aquicore,http://aquicore.com,Energy Efficiency|Energy Management|Enterprise Software|Internet of Things|SaaS|Software,7472500,operating,USA,DC,"Washington, D.C.",Washington,6,2012-10-01,2012-10-13,2015-09-02,1,Energy Management,7472500.0,0.07702504089491088,0.2060349692215593,0.04506262310922809,97.0,0.061475409836065566,5.0,15.826740306964242,4.503693778120567
/organization/aquifi,Aquifi,http://www.aquifi.com,Software,11591907,operating,USA,CA,SF Bay Area,Palo Alto,1,2011-01-01,2015-05-29,2015-05-29,1,Unknown,11591907.0,5.433570502385962e-05,0.0014423226788110742,0.0,0.0,0.0,0.0,16.265817826443225,0.0
/organization/aquinox-pharmaceuticals,Aquinox Pharmaceuticals,http://www.aqxpharma.com,Biotechnology|Health Care,74119365,ipo,CAN,BC,Vancouver,Vancouver,7,2004-01-01,2007-06-12,2013-04-03,1,Health Care,74119365.0,0.004126374180926115,0.0107540315899228,0.035826015097755015,437.0,0.07720254314259764,33.0,18.121187405648143,67.40867413726683
/organization/aquto,Aquto,http://www.aquto.com,Digital Media|Mobile Advertising|Telecommunications|Wireless,16000000,operating,USA,MA,Boston,Boston,2,2012-02-01,2012-03-01,2015-10-07,1,Mobile Advertising,16000000.0,0.09947228213562116,0.14347157017660203,0.23566020332660984,930.0,0.011813983460423156,10.0,16.588099342704055,1.2769239999894089
/organization/ar-llc,AR LLC,,Entertainment|Games,-,operating,USA,DE,Dover,Dover,1,2010-12-01,2012-10-08,2012-10-08,1,Games,0.0,0.0,0.058216768033782215,0.0,0.0,0.0,0.0,0.0,0.0
/organization/arabhardware,ArabHardware,http://www.arabhardware.net,Computers|Consumer Electronics|E-Commerce|Electronics|Hardware|Mobile|Tablets,145000,operating,EGY,8,EGY - Other,6 October City,1,2002-10-01,2012-12-01,2012-12-01,1,Consumer Electronics,145000.0,0.00039452254450328894,0.12230816886737307,0.0,0.0,0.0,0.0,11.884495917930655,0.0
/organization/arachno,Arachno,http://arachno.com,Software,616666,operating,USA,NY,New York City,New York,1,2009-01-01,2012-08-30,2012-08-30,1,Unknown,616666.0,2.890549576893898e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,13.332084448926793,0.0
/organization/arachnys,Arachnys,http://www.arachnys.com,Big Data|Emerging Markets|Software,-,operating,GBR,H9,London,London,1,2010-12-01,2011-11-28,2011-11-28,1,Emerging Markets,0.0,0.0,0.5767717354802996,0.0,0.0,0.0,0.0,0.0,0.0
/organization/aradigm,Aradigm,http://www.aradigm.com,Biotechnology,4108777,operating,USA,CA,SF Bay Area,Hayward,1,,2010-06-29,2010-06-29,1,Unknown,4108777.0,1.9259410473256804e-05,0.0014423226788110742,0.0,0.0,0.0,0.0,15.22863621866202,0.0
/organization/arago-ag,Arago,https://arago.co,Artificial Intelligence|Enterprise Software|Information Technology|Services,55000000,operating,DEU,5,Frankfurt,Frankfurt,1,1995-01-01,2014-10-16,2014-10-16,1,Enterprise Software,55000000.0,0.00466629200031983,0.010334829798564711,0.019511651243170922,14.0,0.14084507042253522,1.0,17.822843761378564,123.44630909467398
/organization/aragon,Aragon Consulting Group,http://www.aragoncg.com,Enterprise Software,2500000,operating,USA,CA,SF Bay Area,Redwood City,1,2005-12-01,2008-05-20,2008-05-20,1,Unknown,2500000.0,1.1718456899252992e-05,0.0014423226788110742,0.0,0.0,10.0,1.0,14.731801689838349,12874.835034252916
/organization/aragon-pharmaceuticals,Aragon Pharmaceuticals,http://www.aragonpharmaceuticals.com,Biotechnology|Health and Wellness,122000000,acquired,USA,CA,San Diego,San Diego,4,2009-01-01,2009-05-27,2012-10-04,1,Health and Wellness,122000000.0,0.028770628555674933,0.09424886675581376,0.057420002229903004,515.0,0.048309178743961345,24.0,18.619531610894253,8.628336294786303
/organization/araim-pharmaceuticals,Araim Pharmaceuticals,http://araimpharma.com,Biotechnology,4000000,operating,USA,NY,New York City,Tarrytown,1,,2014-11-17,2014-11-17,1,Unknown,4000000.0,1.8749531038804787e-05,0.0014423226788110742,0.0,0.0,0.0,0.0,15.201805169084134,0.0
/organization/aranex-biotech,Aranex Biotech,http://www.aranexbio.com/,Biotechnology,-,operating,CAN,ON,Toronto,Toronto,1,,2015-04-30,2015-04-30,1,Unknown,0.0,0.0,0.0014423226788110742,0.23971457241609992,172.0,0.011614401858304297,1.0,0.0,0.0
/organization/arangodb,ArangoDB,http://www.arangodb.com,Big Data|Databases|Enterprise Software|Open Source|Software,2094063,operating,DEU,7,Cologne,Cologne,1,2014-06-01,2015-02-10,2015-02-10,1,Databases,2094063.0,0.0025870752427512305,0.17892178081886081,0.0,0.0,0.0,0.0,14.554617233460368,0.0
/organization/arantech,Arantech,http://www.arantech.com,Software,16190000,acquired,IRL,7,Dublin,Dublin,2,1999-01-01,2005-02-01,2005-05-17,1,Unknown,16190000.0,7.588872687956238e-05,0.0014423226788110742,0.08857670246899815,286.0,0.031369815266643425,8.0,16.599904387420338,45.509635473016324
/organization/arara,Arara,http://www.arara.tv,Ad Targeting|Advertising Platforms|Mobile Advertising|Retail Technology,500000,operating,CHL,12,Santiago,Santiago,1,2012-12-16,2013-04-01,2013-04-01,1,Advertising Platforms,500000.0,0.0012111401207317277,0.08596709773882803,0.0,0.0,0.0,0.0,13.122365377402328,0.0
/organization/aras,Aras,http://www.aras.com,Document Management|Open Source|Software,21401781,operating,CHE,18,CHE - Other,Solothurn,5,2000-03-24,2003-09-22,2015-01-28,1,Open Source,21401781.0,0.030546299916746567,0.15001494366275409,0.02229902999219534,16.0,0.1234567901234568,1.0,16.87898474755328,13.02269169226821
/organization/aratana-therapeutics,Aratana Therapeutics,http://www.aratanatherapeutics.com,Biotechnology|Health Care,76750000,ipo,USA,KS,Kansas City,Kansas City,4,2010-01-01,2011-01-07,2013-10-24,1,Health Care,76750000.0,0.004272826924327796,0.0107540315899228,0.08716893542403634,344.0,0.03187481889307447,10.0,18.156063957460898,27.884762916914095
/organization/aravo-solutions-inc,Aravo Solutions,http://www.aravo.com,Enterprise Software,39868500,operating,USA,CA,SF Bay Area,San Francisco,4,2000-02-01,2007-08-01,2012-08-14,1,Unknown,39868500.0,0.00018687891955514716,0.0014423226788110742,0.0018582524993496115,12.0,1.3043478260869565,17.0,17.501097121459875,1995.007362166507
/organization/arbiter,Arbiter,http://arbiter.me,Games,-,operating,USA,CA,SF Bay Area,San Francisco,1,,2014-07-01,2014-07-01,1,Unknown,0.0,0.0,0.0014423226788110742,0.032054855613780804,23.0,0.08620689655172414,1.0,0.0,0.0
/organization/arbor-pharmaceuticals,Arbor Pharmaceuticals,http://www.arborpharma.com,Biotechnology,34800000,operating,USA,GA,Atlanta,Atlanta,1,2006-01-01,2010-11-11,2010-11-11,1,Unknown,34800000.0,0.00016312092003760163,0.0014423226788110742,0.003484223436280522,5.0,0.7407407407407407,3.0,17.365127973480334,1124.1649199382769
/organization/arbor-photonics,Arbor Photonics,http://www.arborphotonics.com,Hardware + Software,2648258,acquired,USA,MI,Detroit,Ann Arbor,3,,2007-11-26,2013-04-21,1,Unknown,2648258.0,1.241339889244077e-05,0.0014423226788110742,0.034145389675549115,49.0,0.08097165991902834,3.0,14.789413000923656,104.65736315323667
/organization/arbortext,Arbortext,http://www.arbortext.com,Publishing|Software|Technology,8750000,acquired,USA,MI,Detroit,Ann Arbor,1,,2003-03-17,2003-03-17,1,Software,8750000.0,0.0005916896335149127,0.016038692107825596,0.12431709220648902,223.0,0.022371364653243846,4.0,15.984564372619506,13.733274963363073
/organization/arc-solutions,Arc Solutions,http://www.arcsolutions.com,Software,3000000,acquired,USA,NC,Raleigh,Durham,2,,2006-10-24,2007-08-15,1,Unknown,3000000.0,1.4062148279103589e-05,0.0014423226788110742,0.027254369990460974,88.0,0.10123734533183351,8.0,14.914123179965662,131.95452366394642
/organization/arca-biopharma,ARCA biopharma,http://www.arcabiopharma.com/,Biotechnology,91850846,ipo,USA,CO,Denver,Westminster,9,,2006-03-03,2015-06-25,1,Unknown,91850846.0,0.0004305400720043696,0.0014423226788110742,0.18589672118493616,867.0,0.014971783945640908,12.0,18.335676591139777,23.99143916191449
/organization/arcadia-biosciences,Arcadia Biosciences,http://arcadiabio.com,Biotechnology,101000000,ipo,USA,CA,Sacramento,Davis,5,2002-01-01,2005-06-15,2014-05-08,1,Unknown,101000000.0,0.00047342565872982083,0.0014423226788110742,0.04348310848478091,78.0,0.06369426751592357,4.0,18.430631084706523,102.59503946436264
/organization/arcadia-data,Arcadia Data,http://www.arcadiadata.com/,Software,11500000,operating,USA,CA,SF Bay Area,San Mateo,1,2012-01-01,2015-06-09,2015-06-09,1,Unknown,11500000.0,5.390490173656376e-05,0.0014423226788110742,0.5574757498048835,800.0,0.004997501249375313,3.0,16.257857680289998,7.10071428241329
/organization/arcadia-ecoenergies,Arcadia EcoEnergies,,Biotechnology,200000,operating,CAN,NB,Fredericton,Fredericton,1,2007-12-01,2014-06-10,2014-06-10,1,Unknown,200000.0,9.374765519402393e-07,0.0014423226788110742,0.0,0.0,0.0,0.0,12.206077645517674,0.0
/organization/arcarios,Arcarios,http://www.arcarios.com,Biotechnology,-,operating,NLD,11,Rotterdam,Rotterdam,1,,2010-08-25,2010-08-25,1,Unknown,0.0,0.0,0.0014423226788110742,0.0,0.0,0.0,0.0,0.0,0.0
/organization/arcaris,Arcaris,http://www.arcaris.com,Cloud Computing|Customer Service|Enterprise Software|Telecommunications,28000,operating,USA,CA,SF Bay Area,Sunnyvale,1,2012-04-17,2012-11-01,2012-11-01,1,Customer Service,28000.0,5.667714458244041e-06,0.7402081485449707,0.05435388560597614,39.0,0.0510204081632653,1.0,10.239995502805316,0.6964050592577781
/organization/arcbazar-com,arcbazar.com,http://arcbazar.com,Curated Web,135000,operating,USA,MA,Boston,Cambridge,2,2010-01-01,2012-10-26,2013-06-17,1,Unknown,135000.0,6.327966725596616e-07,0.0014423226788110742,0.0,0.0,0.0,0.0,11.813037464800539,0.0
/organization/arccos-golf,Arccos Golf,http://www.ArccosGolf.com,Games|Sensors,5000000,operating,USA,CT,Hartford,Stamford,1,2011-01-01,2013-07-01,2013-07-01,1,Sensors,5000000.0,0.2548113478704906,0.36848031623983674,0.07665291559817149,55.0,0.036231884057971016,1.0,15.424948670398354,1.4766288439472701
/organization/arch-aerial,Arch Aerial,http://archaerial.com,Aerospace|Photography|Software,100000,operating,USA,TX,Houston,Houston,1,2012-01-01,2014-12-30,2014-12-30,1,Photography,100000.0,0.0007787464760943211,0.08665424293379598,0.0,0.0,0.0,0.0,11.51293546492023,0.0
/organization/arch-biopartners,Arch Biopartners,http://archbiopartners.com,Biotechnology,560519,ipo,CAN,ON,Toronto,Toronto,3,,2014-04-07,2015-01-22,1,Unknown,560519.0,2.627367097084955e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,13.236620203284154,0.0
/organization/arch-rock-corporationarch-rock-corporation,Arch Rock Corporation,http://www.archrock.com,Software,15000000,acquired,USA,CA,SF Bay Area,San Francisco,2,2005-01-01,2005-10-01,2007-05-15,1,Unknown,15000000.0,7.031074139551794e-05,0.0014423226788110742,0.5351767198126881,2496.0,0.0052056220718375845,12.0,16.52356082573315,7.517303554030243
/organization/arch-therapeutics,Arch Therapeutics,http://archtherapeutics.com,Biotechnology,7045397,operating,USA,MA,Boston,Natick,5,2006-01-01,2010-09-21,2015-07-01,1,Unknown,7045397.0,3.302447243305053e-05,0.0014423226788110742,0.0,0.0,0.0,0.0,15.767885195686546,0.0
/organization/archemix,Archemix,http://www.archemix.com,Biotechnology,101750000,operating,USA,CA,SF Bay Area,San Francisco,2,2000-01-01,2002-08-15,2004-04-07,1,Unknown,101750000.0,0.00047694119579959674,0.0014423226788110742,0.0951553435011784,990.0,0.029207372343639838,28.0,18.438029392114988,47.064429561641575
/organization/archer-pharmaceuticals,Archer Pharmaceuticals,http://www.archerpharma.com,Biotechnology,2700000,operating,USA,FL,Sarasota - Bradenton,Sarasota,1,,2008-11-26,2008-11-26,1,Unknown,2700000.0,1.265593345119323e-05,0.0014423226788110742,0.0,0.0,0.0,0.0,14.80876270134486,0.0
/organization/archermind-technology,ArcherMind Technology,http://cn.archermind.com,Mobile,-,operating,CHN,4,Nanjing,Nanjing,1,2006-01-01,2010-02-01,2010-02-01,1,Unknown,0.0,0.0,0.0014423226788110742,0.26201360240829524,188.0,0.010626992561105207,1.0,0.0,0.0
/organization/archevos,Archevos,http://experdocs.com,Software,10000,operating,USA,NV,Las Vegas,Las Vegas,2,2009-08-26,2012-09-20,2014-06-22,1,Unknown,10000.0,4.6873827597011964e-08,0.0014423226788110742,0.0,0.0,0.0,0.0,9.210440366976517,0.0
/organization/archibald-optics,Archibald Optics,https://www.archibaldoptics.com,E-Commerce|Eyewear|Fashion,-,operating,GBR,H9,London,London,1,2014-03-08,2012-12-10,2012-12-10,1,Eyewear,0.0,0.0,0.8776385435850296,0.0,0.0,0.0,0.0,0.0,0.0
/organization/archimedes-pharma,Archimedes Pharma,http://www.archimedespharma.com,Biotechnology,99000000,acquired,GBR,K7,London,Reading,1,2004-01-01,2010-04-05,2010-04-05,1,Unknown,99000000.0,0.0004640508932104185,0.0014423226788110742,0.11892815995837513,128.0,0.02338269680436477,2.0,18.410630418199872,37.622622707814905
/organization/archipelago,Archipelago,http://www.archipelago.com/,E-Commerce|Financial Services,125000000,acquired,USA,IL,Chicago,Chicago,7,1996-12-01,1999-01-31,2003-10-31,1,Financial Services,125000000.0,0.25685920573129245,0.13748038214123193,0.026828520459360017,77.0,0.10282776349614396,7.0,18.643824303266577,12.9990357245215
/organization/architexa,Architexa,http://architexa.com,Software,135000,operating,USA,MA,Boston,Cambridge,1,2007-01-01,2012-01-13,2012-01-13,1,Unknown,135000.0,6.327966725596616e-07,0.0014423226788110742,0.0,0.0,0.0,0.0,11.813037464800539,0.0
/organization/architizer,Architizer,http://www.architizer.com,Architecture|Databases|Design|Enterprise Software|Interior Design|Real Estate|Social Media,3508711,operating,USA,NY,New York City,New York,3,2009-11-01,2014-01-21,2014-09-26,1,Databases,3508711.0,0.004334778543944911,0.17892178081886081,0.01616679674434162,29.0,0.16949152542372883,4.0,15.070759576531895,13.520759855475848
/organization/archivas,Archivas,http://www.archivas.com,Software,12000000,acquired,USA,MA,Boston,Waltham,1,,2006-02-27,2006-02-27,1,Unknown,12000000.0,5.6248593116414355e-05,0.0014423226788110742,0.3038242836436615,436.0,0.00916590284142988,3.0,16.300417291085605,13.057492377970474
/organization/archively,Archively,https://www.archively.com/,CRM|Recruiting|Software,297000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-04-22,2013-02-05,2014-02-14,1,Recruiting,297000.0,0.0014459384569742244,0.1535032949539621,0.0,0.0,0.0,0.0,12.601490784782536,0.0
/organization/archivers,Archiver’s,http://www.archiversonline.com,Curated Web,2883196,operating,USA,MN,Minneapolis,Minnetonka,1,,2011-06-22,2011-06-22,1,Unknown,2883196.0,1.351464322323945e-05,0.0014423226788110742,0.0,0.0,0.0,0.0,14.874410305885071,0.0
/organization/archivesocial,ArchiveSocial,http://archivesocial.com,Enterprise Software,1155981,operating,USA,NC,Raleigh,Durham,4,2011-01-01,2012-03-01,2015-08-27,1,Unknown,1155981.0,5.418525409942149e-06,0.0014423226788110742,0.014633738432378193,21.0,0.1869158878504673,3.0,13.960460757158975,228.05089407748744
/organization/archy,Archy,http://www.archyapp.com,Curated Web|Search,173628,operating,ESP,56,Barcelona,Barcelona,1,,2012-04-01,2012-04-01,1,Search,173628.0,0.000420294068596689,0.34185706941359056,0.0,0.0,0.0,0.0,12.064676117948219,0.0
/organization/arcion-therapeutics,Arcion Therapeutics,http://arciontherapeutics.com,Biotechnology,17000000,operating,USA,MD,Baltimore,Baltimore,5,2007-01-01,2007-12-13,2012-10-02,1,Unknown,17000000.0,7.968550691492034e-05,0.0014423226788110742,0.1793213661872375,193.0,0.015519917227108125,2.0,16.648723960844016,22.581675509619416
/organization/arcos-technologies,Arcos Technologies,http://www.arcostech.com,Web Hosting,500000,operating,ISR,2,Tel Aviv,Petah Tiqva,1,,2005-01-30,2005-01-30,1,Unknown,500000.0,2.3436913798505984e-06,0.0014423226788110742,0.01114951499609767,8.0,0.24390243902439027,1.0,13.122365377402328,279.7139192066728
/organization/arcplan-information-services-ag,arcplan Information Services AG,http://www.arcplan.com/home.cfm,Business Analytics|Contact Management|Information Technology|Mobile|Services|Software,34060000,acquired,ESP,56,Barcelona,Barcelona,1,1996-01-01,2005-08-10,2005-08-10,1,Contact Management,34060000.0,0.09728006068584445,0.7050162479207128,0.007433009997398446,8.0,0.3614457831325301,2.0,17.34363426255877,8.767330094420277
/organization/arcsoft,ArcSoft,http://arcsoft.com,Digital Media|Mobile|Photography|Software|Video,20000000,operating,USA,CA,SF Bay Area,Fremont,1,1994-03-01,2011-09-19,2011-09-19,1,Mobile,20000000.0,0.0011414192061362481,0.12278296107089119,0.5342475935630133,575.0,0.0052146706066400145,2.0,16.811242881518265,0.6602134295569456
/organization/arcsys,ARCsys,http://www.arcsysonline.com,Curated Web,-,operating,USA,VA,Norfolk - Virginia Beach,Norfolk,1,,2012-02-19,2012-02-19,1,Unknown,0.0,0.0,0.0014423226788110742,0.07618835247333408,82.0,0.03645200486026731,2.0,0.0,0.0
/organization/arctic-empire,Arctic Empire,http://www.arcticempire.ca,Games|Mobile Games|Social Games|Software,393669,operating,CAN,ON,Ottawa,Ottawa,1,2010-05-10,2010-05-12,2010-05-12,1,Mobile Games,393669.0,0.0010975801960622924,0.1104370637410804,0.0,0.0,0.0,0.0,12.88326827387605,0.0
/organization/arctic-sand-technologies,Arctic Sand Technologies,http://www.arcticsand.com,Hardware + Software,28952603,operating,USA,MA,Boston,Cambridge,2,2010-01-01,2013-01-14,2015-11-25,1,Unknown,28952603.0,0.00013571193215067314,0.0014423226788110742,0.010034563496487903,18.0,0.27027027027027023,4.0,17.18117070612471,405.8231690059687
/organization/arctuition,Arctuition,http://www.arctuition.com,CAD|Design|Software,-,operating,USA,MI,Grand Rapids,Grand Rapids,1,2014-03-26,2014-08-13,2014-08-13,1,Design,0.0,0.0,0.24133735694251857,0.0,0.0,0.0,0.0,0.0,0.0
/organization/arcturus-biocloud,Arcturus BioCloud,https://www.arcturus.io/,Biotechnology,162000,operating,USA,CA,SF Bay Area,San Francisco,3,2014-07-16,2015-01-20,2015-02-28,1,Unknown,162000.0,7.593560070715938e-07,0.0014423226788110742,0.16724272494146505,180.0,0.016638935108153077,2.0,11.995357787034976,17.44313505396548
/organization/arcus-solutions,Arcus Solutions,http://arcussolutions.com,Consulting|Software|User Experience Design,400000,operating,USA,MA,Boston,Boston,1,2013-08-01,2014-04-01,2014-04-01,1,Software,400000.0,2.7048668960681723e-05,0.016038692107825596,0.0,0.0,0.0,0.0,12.899222326086994,0.0
/organization/arcxis-biotechnologies,Arcxis Biotechnologies,http://www.arcxis.com,Biotechnology,3440000,operating,USA,CA,SF Bay Area,Pleasanton,2,,2007-10-01,2010-05-25,1,Unknown,3440000.0,1.6124596693372115e-05,0.0014423226788110742,0.040416991860854054,58.0,0.0684931506849315,3.0,15.050982320047213,90.094400318935
/organization/arcycle-software,ArCycle Software,http://www.arcycle.com/,Computers|Data Security|Enterprise Software,600000,operating,CYP,3,Cyprus,Larnaca,1,,2014-12-03,2014-12-03,1,Data Security,600000.0,0.0013248723832685692,0.16379262388429186,0.06410971122756161,46.0,0.04329004329004329,1.0,13.304686600863562,3.3140673409436925
/organization/ardaco,ARDACO,http://www.ardaco.com,Software,3650000,operating,SVK,,,,1,,2006-03-17,2006-03-17,1,Unknown,3650000.0,1.7108947072909367e-05,0.0014423226788110742,0.0,0.0,10.0,1.0,15.11023799953124,13205.56885492525
/organization/ardais-corporation,Ardais Corporation,http://www.ardais.com/corporate/,Biotechnology|Clinical Trials,14000000,operating,USA,MA,Boston,Lexington,1,,2003-01-13,2003-01-13,1,Clinical Trials,14000000.0,0.06456434852295091,0.22659421078462647,0.22912253316980713,411.0,0.012150668286755772,4.0,16.454567959008102,0.8450502504213379
/organization/ardana-bioscience,Ardana Bioscience,http://www.ardana.co.uk/,Biotechnology,32360000,closed,,,,,1,,2003-07-30,2003-07-30,0,Unknown,32360000.0,0.00015168370610393073,0.0014423226788110742,0.013472330620284684,29.0,0.20270270270270274,5.0,17.292433681056913,306.33841937952553
/organization/ardelyx,Ardelyx,http://www.ardelyx.com,Biotechnology,112785321,ipo,USA,CA,SF Bay Area,Fremont,3,2007-01-01,2010-11-16,2015-06-22,1,Unknown,112785321.0,0.0005286679692027653,0.0014423226788110742,0.42925632734976027,616.0,0.006489292667099286,3.0,18.54099676444788,10.515168792350904
/organization/arden-reed,Arden Reed,http://ardenreed.com,E-Commerce,40000,operating,USA,NY,New York City,New York,1,2011-07-01,2012-08-10,2012-08-10,1,Unknown,40000.0,1.8749531038804785e-07,0.0014423226788110742,0.49894079607537073,358.0,0.005583472920156337,1.0,10.596659732783579,5.170817527430184
/organization/ardent-capital,Ardent Capital,http://www.ardentcapital.com,E-Commerce|Finance|Startups|Venture Capital,12500000,operating,THA,40,Bangkok,Bangkok,2,2011-11-01,2013-06-03,2014-09-22,1,Finance,12500000.0,0.00555977682147074,0.09702399192111476,0.07191437172482998,129.0,0.03861003861003861,4.0,16.341239282272525,5.895275146244517
/organization/ardext-technologies,Ardext Technologies,,Electronics|Software|Testing,1938000,closed,,,,,5,,2000-09-22,2003-11-17,0,Software,1938000.0,0.00013105080111450296,0.016038692107825596,0.023049478116932684,215.0,0.11948529411764705,25.0,14.477167587428587,66.43223937712676
/organization/ardica-technologies,Ardica Technologies,http://ardica.com,Hardware + Software,1875000,operating,USA,CA,SF Bay Area,San Francisco,1,2004-01-01,2012-03-30,2012-03-30,1,Unknown,1875000.0,8.788842674439743e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,14.444119750719839,0.0
/organization/area-52-games,Area 52 Games,http://Area52games.com,Games|Mobile Games|Social Games,900000,operating,USA,WA,Seattle,Issaquah,2,2013-06-04,2013-11-05,2014-03-19,1,Mobile Games,900000.0,0.0025092709267330246,0.1104370637410804,0.0,0.0,0.0,0.0,13.710151153416941,0.0
/organization/area360,Area360,http://www.area360.com,Software,5500000,operating,USA,WA,Seattle,Seattle,1,2012-01-01,2015-09-02,2015-09-02,1,Unknown,5500000.0,2.5780605178356582e-05,0.0014423226788110742,0.16584903556695285,119.0,0.016778523489932886,1.0,15.520258832020865,22.758231409180834
/organization/areametrics,AreaMetrics,http://areametrics.com,Analytics|Bridging Online and Offline|Software,435000,operating,USA,WA,Seattle,Seattle,1,2014-10-01,2014-12-01,2014-12-01,1,Bridging Online and Offline,435000.0,0.019380708398306974,0.581040280587864,0.01289162671423793,37.0,0.21164021164021166,7.0,12.983103608918753,4.649000898560383
/organization/arena-online,Arena Online,http://www.thearenaonline.com/,Application Platforms|Online Gaming|Social Games,955000,operating,USA,TX,Houston,Houston,2,2014-08-01,2015-06-22,2015-09-09,1,Online Gaming,955000.0,0.02247808136751445,0.4175678544371475,0.0,0.0,10.0,1.0,13.769467666582738,322.0416952230643
/organization/arena-pharmaceuticals,Arena Pharmaceuticals,http://www.arenapharm.com,Biotechnology,220260000,ipo,USA,CA,San Diego,San Diego,3,1977-01-01,2009-06-17,2012-01-11,1,Unknown,220260000.0,0.0010324429266517856,0.0014423226788110742,0.036235923737317426,26.0,0.07633587786259542,1.0,19.21031922924116,128.1589956469566
/organization/arena-solutions,Arena Solutions,http://www.arenasolutions.com,SaaS|Software,47952301,operating,USA,CA,SF Bay Area,Foster City,7,2000-01-01,2002-01-23,2014-08-14,1,Software,47952301.0,0.0032426147891299177,0.016038692107825596,0.06689708997658601,96.0,0.04149377593360996,3.0,17.68571736648338,28.182951378324695
/organization/arenaflowers-com,Arena Online Ltd,http://www.arenaflowers.com,Curated Web|Flowers,310000,operating,GBR,H9,London,London,1,2006-09-01,2015-01-12,2015-01-12,1,Flowers,310000.0,0.01215447951382082,0.46979825405653086,0.0,0.0,0.0,0.0,12.644330802262578,0.0
/organization/arevs,AREVS,http://arevs.us/,Energy|Real Estate|Software,150000,operating,USA,NY,"Albany, New York",Queensbury,1,2012-09-01,2013-01-31,2013-01-31,1,Real Estate,150000.0,0.0007036271996213022,0.3929387571350549,0.0,0.0,0.0,0.0,11.918397239722838,0.0
/organization/argen-x,arGEN-X,http://www.argen-x.com,Biotechnology,63643889,ipo,NLD,11,Rotterdam,Rotterdam,4,,2009-09-10,2015-05-19,1,Unknown,63643889.0,0.0002983232680589366,0.0014423226788110742,0.03299653762358635,438.0,0.08376726284808693,36.0,17.968813884644366,131.54657476411577
/organization/argil-data-corp,Argil Data Corp,http://www.argildata.com,Analytics|Big Data|Databases|Hardware|Software|Storage,-,operating,USA,CA,SF Bay Area,Santa Clara,1,2013-10-03,2014-07-19,2014-07-19,1,Big Data,0.0,0.0,0.19888614678042676,0.018117961868658713,13.0,0.15151515151515152,1.0,0.0,0.0
/organization/argo,Argo,https://argo.io,Data Integration|Data Visualization|Enterprise Software|SaaS,1525000,operating,USA,CA,SF Bay Area,Palo Alto,1,2014-04-01,2015-01-13,2015-01-13,1,Data Visualization,1525000.0,0.005805550579172957,0.1422911813097495,0.1601194236939582,517.0,0.017377872176095772,8.0,14.23750562376114,1.6246347996535397
/organization/argolyn-bioscience,Cutting Edge Information,http://www.cuttingedgeinfo.com,Biotechnology,15800000,operating,USA,NC,Raleigh,Durham,1,2002-01-01,2007-06-25,2007-06-25,1,Unknown,15800000.0,7.406064760327891e-05,0.0014423226788110742,0.1128888393354889,162.0,0.02463054187192118,3.0,16.575520561288332,35.68017304648533
/organization/argon-networks,Argon Networks,,Apps|Internet|Mobile,26500000,acquired,,,,,1,,1998-03-10,1998-03-10,1,Internet,26500000.0,0.0049087682266509055,0.0894082979842507,0.5978927416657376,858.0,0.004659832246039143,3.0,17.0926553286923,0.8012299585261179
/organization/argopay,ArgoPay,http://www.argopay.com,Mobile|Mobile Payments,500000,operating,USA,MA,Boston,Boston,1,2013-01-01,2013-05-01,2013-05-01,1,Mobile Payments,500000.0,0.0006973678657849022,0.06333147918919234,0.0,0.0,0.0,0.0,13.122365377402328,0.0
/organization/argos-risk,Argos Risk,http://www.argosrisk.com,Software,1960000,operating,USA,MN,Minneapolis,Minneapolis,3,2010-01-01,2013-02-22,2015-07-17,1,Unknown,1960000.0,9.187270209014345e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,14.488455541410652,0.0
